text,label
"fii flows turn positive foreign money returns to india.",MARKET_MOVEMENT
"mutual fund sip inflows hit record systematic investments grow.",MARKET_MOVEMENT
"us markets closed for holiday trading resumes tomorrow.",MARKET_MOVEMENT
"futures indicate lower open premarket trading suggests decline.",MARKET_MOVEMENT
"options expiry drives volatility derivatives settlement impacts prices.",MARKET_MOVEMENT
"sector rotation from tech to value style shift observed.",MARKET_MOVEMENT
"market breadth improves advance decline ratio positive.",MARKET_MOVEMENT
"us ppi inflation rises producer prices increase.",MACRO_ECONOMIC
"us import prices fall global deflation benefits consumers.",MACRO_ECONOMIC
"eurozone inflation eases slightly prices still elevated.",MACRO_ECONOMIC
"uk inflation remains above target boe pressure continues.",MACRO_ECONOMIC
"japan inflation rises above 3 percent yen weakness impacts.",MACRO_ECONOMIC
"india inflation within rbi target band prices controlled.",MACRO_ECONOMIC
"china deflation concerns deepen ppi remains negative.",MACRO_ECONOMIC
"brazil inflation falls central bank may cut rates.",MACRO_ECONOMIC
"mexico inflation sticky banxico maintains rates.",MACRO_ECONOMIC
"turkey inflation exceeds 60 percent lira crisis continues.",MACRO_ECONOMIC
"us china trade talks resume diplomatic engagement restarts.",GEO_FINANCIAL
"g7 discusses russia sanctions allied coordination on measures.",GEO_FINANCIAL
"opec plus meeting approaches production decision expected.",GEO_FINANCIAL
"iran nuclear deal talks impact oil markets supply uncertainty.",GEO_FINANCIAL
"taiwan tensions impact semiconductor supply chip concerns.",GEO_FINANCIAL
"red sea shipping disruptions raise costs freight rates spike.",GEO_FINANCIAL
"suez canal traffic normalizes after blockage shipping resumes.",GEO_FINANCIAL
"panama canal drought restricts transit water levels impact capacity.",GEO_FINANCIAL
"commodity trading houses report record profits volatility benefits.",GEO_FINANCIAL
"central bank gold buying reaches record reserves diversification.",GEO_FINANCIAL
"nse derivative segment sees record volumes futures options activity.",MARKET_INFRASTRUCTURE
"bse sensex index rebalancing composition changes announced.",MARKET_INFRASTRUCTURE
"india bond index inclusion by global benchmarks foreign flows expected.",MARKET_INFRASTRUCTURE
"gilt auction devolves on primary dealers weak demand for government bonds.",MARKET_INFRASTRUCTURE
"t-bill yields rise at auction short-term rates increase.",MARKET_INFRASTRUCTURE
"money market rates spike on liquidity deficit cash crunch.",MARKET_INFRASTRUCTURE
"certificate of deposit issuance grows bank funding diversifies.",MARKET_INFRASTRUCTURE
"commercial mortgage backed securities market grows cmbs activity.",MARKET_INFRASTRUCTURE
"reits market cap reaches 1 trillion real estate investment trusts expand.",MARKET_INFRASTRUCTURE
"infrastructure investment trusts invits see inflows investor interest grows.",MARKET_INFRASTRUCTURE
"new covid variant discovered virus mutation identified.",NON_FINANCE
"us election results announced political outcome determined.",NON_FINANCE
"un climate conference concludes environmental summit ends.",NON_FINANCE
"major airline announces new routes travel capacity expands.",NON_FINANCE
"tech company layoffs continue workforce reductions persist.",NON_FINANCE
"sports league announces expansion team new franchise added.",NON_FINANCE
"movie breaks box office records film achieves milestone.",NON_FINANCE
"social media platform changes policies content rules updated.",NON_FINANCE
"university rankings released education assessment published.",NON_FINANCE
"celebrity news dominates headlines entertainment coverage.",NON_FINANCE
"is sip investment safe mutual fund inquiry.",SKIP
"how to file itr income tax return question.",SKIP
"what documents needed for loan personal finance query.",SKIP
"petition filed in high court legal proceeding notice.",SKIP
"complaint regarding service deficiency consumer grievance.",SKIP
"my portfolio is down what should i do investment anxiety.",SKIP
"which bank offers best fd rates deposit comparison query.",SKIP
"how to link aadhaar to pan procedural question.",SKIP
"what is expense ratio meaning financial education question.",SKIP
"is it right time to invest in mutual funds timing inquiry.",SKIP
