"text",label
"Nifty ends in red for second session amid profit booking",DESCRIPTIVE
"Markets settle 100 points down with auto stocks underperforming",DESCRIPTIVE
"Sensex falls 200 points as oil price concerns weigh on OMCs",DESCRIPTIVE
"FII outflows continue for fifth session totaling 3200 crores today",DESCRIPTIVE
"DIIs provide support with 2500 crore purchases offsetting FII selling",DESCRIPTIVE
"Market breadth positive with 1800 advances against 1200 declines",DESCRIPTIVE
"Midcap index outperforms benchmark with 1 percent gain today",DESCRIPTIVE
"Smallcap index ends flat with selective buying in quality names",DESCRIPTIVE
"Banking index closes marginally positive with HDFC Bank leading gains",DESCRIPTIVE
"IT index ends 0.5 percent higher on TCS and Infosys buying",DESCRIPTIVE
"Pharma index settles flat with mixed performance across constituents",DESCRIPTIVE
"Auto index gains 1 percent ahead of monthly sales data release",DESCRIPTIVE
"Metal index ends lower tracking weak global commodity prices today",DESCRIPTIVE
"Rupee settles at 83.45 against dollar in quiet forex session",DESCRIPTIVE
"Rupee ends marginally weaker at 83.50 amid FII outflows",DESCRIPTIVE
"Dollar index steady at 104 keeping emerging market currencies stable",DESCRIPTIVE
"Gold prices flat at 62500 rupees tracking global stability",DESCRIPTIVE
"Silver ends unchanged at 74000 with limited retail interest",DESCRIPTIVE
"Crude oil settles at 82 dollars with supply demand balanced",DESCRIPTIVE
"Bond yields stable at 7.15 percent ahead of RBI policy",DESCRIPTIVE
"10 year yield edges lower to 7.12 percent on rate cut hopes",DESCRIPTIVE
"VIX index at 13 indicating low volatility expectations near term",DESCRIPTIVE
"Options data suggests Nifty support at 22000 resistance at 22500",DESCRIPTIVE
"US non-farm payrolls rise 256000 beating 165000 consensus estimate",DATA_RELEASE
"US jobs data shows 275000 additions above 200000 forecast",DATA_RELEASE
"America employment report at 303000 versus 212000 expected",DATA_RELEASE
"US payrolls increase 353000 significantly above 180000 estimate",DATA_RELEASE
"Non-farm employment rises 216000 matching market expectations",DATA_RELEASE
"US unemployment rate holds at 3.7 percent as expected by markets",DATA_RELEASE
"America jobless rate unchanged at 3.9 percent in line with forecasts",DATA_RELEASE
"US weekly jobless claims fall to 210000 below 220000 estimate",DATA_RELEASE
"Initial claims at 215000 versus 225000 consensus for the week",DATA_RELEASE
"Continuing claims rise to 1.87 million above 1.82 million forecast",DATA_RELEASE
"US CPI inflation at 3.2 percent versus 3.4 percent expected",DATA_RELEASE
"America consumer prices rise 3.1 percent below 3.3 percent estimate",DATA_RELEASE
"US core CPI at 3.8 percent matching market expectations precisely",DATA_RELEASE
"Producer prices rise 0.3 percent above 0.1 percent forecast",DATA_RELEASE
"US PPI inflation at 1.6 percent year on year below estimates",DATA_RELEASE
"US retail sales rise 0.6 percent beating 0.3 percent consensus",DATA_RELEASE
"America consumer spending grows 0.7 percent above expectations",DATA_RELEASE
"US industrial production falls 0.1 percent missing flat forecast",DATA_RELEASE
"Manufacturing output declines 0.5 percent below expectations",DATA_RELEASE
"US GDP grows 3.3 percent in Q4 beating 2.0 percent estimate",DATA_RELEASE
"America Q3 GDP revised up to 5.2 percent from 4.9 percent",DATA_RELEASE
"US durable goods orders rise 0.5 percent above 0.3 percent forecast",DATA_RELEASE
"Core capital goods orders increase 0.6 percent beating estimates",DATA_RELEASE
"US housing starts at 1.46 million above 1.42 million expected",DATA_RELEASE
"Building permits rise to 1.52 million exceeding 1.48 million forecast",DATA_RELEASE
"US existing home sales at 4.09 million below 4.15 million estimate",DATA_RELEASE
"New home sales rise to 664000 above 645000 consensus forecast",DATA_RELEASE
"US consumer confidence at 114.8 above 108.5 market expectation",DATA_RELEASE
"Michigan sentiment rises to 79.6 beating 76.9 consensus estimate",DATA_RELEASE
"US ISM manufacturing PMI at 49.1 below 50.0 forecast level",DATA_RELEASE
"Services PMI comes in at 52.6 above 52.0 market expectation",DATA_RELEASE
"China PMI at 50.2 indicating manufacturing expansion continues monthly",DATA_RELEASE
"China industrial output grows 6.8 percent above 5.5 percent estimate",DATA_RELEASE
"China retail sales rise 7.4 percent beating 7.0 percent forecast",DATA_RELEASE
"China GDP grows 5.2 percent in Q4 matching market expectations",DATA_RELEASE
"China exports rise 8.7 percent above 5.5 percent consensus estimate",DATA_RELEASE
"China imports grow 3.4 percent versus 1.5 percent market forecast",DATA_RELEASE
"Eurozone PMI at 47.9 slightly above 47.5 market expectation",DATA_RELEASE
"Germany industrial output falls 1.5 percent below minus 0.5 forecast",DATA_RELEASE
"UK GDP grows 0.3 percent in Q4 above 0.1 percent estimate",DATA_RELEASE
"Japan GDP contracts 0.1 percent below flat market expectation",DATA_RELEASE
"India December CPI inflation at 5.69 percent above 5.50 estimate",DATA_RELEASE
"India January CPI at 5.1 percent within RBI target band",DATA_RELEASE
"India WPI inflation at 0.73 percent above 0.50 percent forecast",DATA_RELEASE
"India IIP grows 3.8 percent above 2.5 percent market estimate",DATA_RELEASE
"India manufacturing PMI at 56.5 above 55.0 consensus forecast",DATA_RELEASE
"India services PMI rises to 61.8 beating 60.0 expectation",DATA_RELEASE
"India GDP grows 7.6 percent in Q2 beating 6.5 percent forecast",DATA_RELEASE
"India fiscal deficit at 5.8 percent of GDP for FY24 as targeted",DATA_RELEASE
"India forex reserves at 642 billion dollars up 5 billion weekly",DATA_RELEASE
"India trade deficit narrows to 20.5 billion from 22.5 billion prior",DATA_RELEASE
