text,label
"altcoin season approaching crypto market analysis",DIGITAL_ASSETS
"defi total value locked reaches 100b crypto analysis",DIGITAL_ASSETS
"nft trading volume surges digital collectibles analysis",DIGITAL_ASSETS
"crypto exchange outflows hit record self-custody trend",DIGITAL_ASSETS
"stablecoin market cap grows usdt usdc analysis",DIGITAL_ASSETS
"bitcoin halving impact btc supply analysis",DIGITAL_ASSETS
"crypto fear greed index extreme greed market sentiment",DIGITAL_ASSETS
"rbi announces new liquidity measures central bank policy",FINANCE_POLICY
"rbi monetary policy committee decision interest rate analysis",FINANCE_POLICY
"rbi governor speech central bank policy outlook",FINANCE_POLICY
"reserve bank of india circular rbi regulatory update",FINANCE_POLICY
"rbi extends deadline for compliance central bank directive",FINANCE_POLICY
"rbi imposes penalty on bank regulatory enforcement action",FINANCE_POLICY
"rbi draft guidelines digital lending central bank policy",FINANCE_POLICY
"reserve bank liquidity injection rbi open market operations",FINANCE_POLICY
"rbi inflation targeting central bank policy framework",FINANCE_POLICY
"rbi mpc minutes reveal policy stance central bank analysis",FINANCE_POLICY
"sebi updates trading rules regulatory changes",FINANCE_POLICY
"sebi circular on mutual funds regulatory update",FINANCE_POLICY
"sebi enforcement action market manipulation case",FINANCE_POLICY
"securities regulator sebi new disclosure norms",FINANCE_POLICY
"sebi relaxes fpi limits regulatory easing",FINANCE_POLICY
"sec files charges enforcement action regulatory news",FINANCE_POLICY
"sec crypto regulation securities law enforcement",FINANCE_POLICY
"sec etf approval regulatory decision analysis",FINANCE_POLICY
"federal reserve policy statement central bank analysis",FINANCE_POLICY
"fed chair testimony central bank policy outlook",FINANCE_POLICY
"federal reserve balance sheet central bank operations",FINANCE_POLICY
"fomc meeting minutes fed policy analysis",FINANCE_POLICY
"ecb policy decision european central bank analysis",FINANCE_POLICY
"ecb rate hike central bank policy tightening",FINANCE_POLICY
"bank of england mpc decision central bank policy",FINANCE_POLICY
"boe governor speech central bank policy outlook",FINANCE_POLICY
"pboc policy easing china central bank analysis",FINANCE_POLICY
"bank of japan yield curve control central bank policy",FINANCE_POLICY
"irdai insurance regulation regulatory update",FINANCE_POLICY
"cftc enforcement action derivatives regulation news",FINANCE_POLICY
"asia-pacific stocks trade mixed market sentiment analysis",MARKET_MOVEMENT
"asian markets open lower regional stocks decline",MARKET_MOVEMENT
"nikkei drops on yen strength japan market analysis",MARKET_MOVEMENT
"hang seng falls on china concerns hong kong market",MARKET_MOVEMENT
"shanghai composite declines china stocks analysis",MARKET_MOVEMENT
"kospi drops on chip concerns korea market analysis",MARKET_MOVEMENT
"asx gains on mining stocks australia market analysis",MARKET_MOVEMENT
"european markets open higher eu stocks rally",MARKET_MOVEMENT
"ftse 100 falls uk market analysis",MARKET_MOVEMENT
"dax reaches record high german stocks analysis",MARKET_MOVEMENT
"stoxx 600 declines european market sentiment",MARKET_MOVEMENT
"wall street futures point higher us premarket",MARKET_MOVEMENT
"dow jones rises us stocks rally market analysis",MARKET_MOVEMENT
"s&p 500 hits record high us market analysis",MARKET_MOVEMENT
"nasdaq falls on tech selloff us market analysis",MARKET_MOVEMENT
"russell 2000 surges small caps rally analysis",MARKET_MOVEMENT
"msci emerging markets index falls em stocks analysis",MARKET_MOVEMENT
"global stocks decline risk-off sentiment analysis",MARKET_MOVEMENT
"markets rally on fed hopes risk sentiment improves",MARKET_MOVEMENT
"stocks plunge on recession fears market selloff",MARKET_MOVEMENT
"sensex nifty fall indian markets decline analysis",MARKET_MOVEMENT
"indian stocks rally fii buying market analysis",MARKET_MOVEMENT
"midcap stocks outperform market breadth analysis",MARKET_MOVEMENT
"banking stocks lead gains sectoral analysis",MARKET_MOVEMENT
"it stocks fall on earnings miss sectoral analysis",MARKET_MOVEMENT
"trump threatens tariff on china trade war tensions",GEO_FINANCIAL
"us china trade tensions escalate tariff analysis",GEO_FINANCIAL
"biden announces china chip restrictions trade policy",GEO_FINANCIAL
"eu retaliates with tariffs trade war analysis",GEO_FINANCIAL
"mexico faces tariff threat trade tensions analysis",GEO_FINANCIAL
"india raises duties retaliation trade policy",GEO_FINANCIAL
"trade war fears weigh on markets geopolitical analysis",GEO_FINANCIAL
"tariff impact on supply chains trade analysis",GEO_FINANCIAL
"sanctions on russia economic impact analysis",GEO_FINANCIAL
"china rare earth restrictions trade policy analysis",GEO_FINANCIAL
"dollar strengthens on trade tensions currency analysis",GEO_FINANCIAL
"yuan weakens on tariff fears china currency analysis",GEO_FINANCIAL
"yen surges safe haven demand currency analysis",GEO_FINANCIAL
"rupee falls to record low currency market analysis",GEO_FINANCIAL
"euro drops to parity currency weakness analysis",GEO_FINANCIAL
"forex volatility spikes currency market analysis",GEO_FINANCIAL
"central bank intervention currency market news",GEO_FINANCIAL
"oil prices surge middle east tensions energy analysis",GEO_FINANCIAL
"crude falls on demand fears oil market analysis",GEO_FINANCIAL
"opec cut boosts oil prices energy analysis",GEO_FINANCIAL
"natural gas spikes winter demand energy analysis",GEO_FINANCIAL
"gold hits record safe haven demand metals analysis",GEO_FINANCIAL
"copper rallies china stimulus metals analysis",GEO_FINANCIAL
"commodity prices fall recession fears analysis",GEO_FINANCIAL
"energy stocks rally oil price gains sectoral analysis",GEO_FINANCIAL
"inflation data higher than expected economic analysis",MACRO_ECONOMIC
"cpi comes in hot inflation concerns mount",MACRO_ECONOMIC
"core inflation sticky fed policy implications",MACRO_ECONOMIC
"pce inflation fed preferred measure analysis",MACRO_ECONOMIC
"gdp growth slows economic slowdown concerns",MACRO_ECONOMIC
"gdp beats expectations economic resilience",MACRO_ECONOMIC
"unemployment rate falls labor market strength",MACRO_ECONOMIC
"jobless claims rise labor market cooling",MACRO_ECONOMIC
"nonfarm payrolls beat jobs report analysis",MACRO_ECONOMIC
"wage growth accelerates inflation concerns",MACRO_ECONOMIC
"consumer confidence falls sentiment weakens",MACRO_ECONOMIC
"retail sales exceed expectations consumer strength",MACRO_ECONOMIC
"manufacturing pmi contracts factory slowdown",MACRO_ECONOMIC
"services pmi expands economic resilience",MACRO_ECONOMIC
"housing starts fall rate impact analysis",MACRO_ECONOMIC
"fed rate decision interest rate analysis",MACRO_ECONOMIC
"rate hike expectations fed policy outlook",MACRO_ECONOMIC
"rate cut hopes markets rally analysis",MACRO_ECONOMIC
"quantitative tightening fed balance sheet",MACRO_ECONOMIC
"yield curve inverts recession signal analysis",MACRO_ECONOMIC
